learner_id,signup_date,state,age,exam_category,tier,monthly_spend_inr,months_subscribed,spend_to_date_inr,days_to_renewal,lessons_total,lessons_last_30d,mock_tests_total,mock_tests_last_30d,doubt_sessions,live_classes,days_active,days_since_last_login,avg_session_min,total_time_hrs,streak_days,login_freq_per_week,notes_saved,videos_rewatched,funnel_stage,churned,churn_risk_score,ltv_inr,cluster,segment,pca1,pca2,churn_probability,action_priority,action_label,action_reason,action_type,action_rev_upside
UA200693,2024-06-18,Karnataka,22,JEE,Plus,1562,18,28116,-70.0,1,12,7,1,5,6,38,11,46.3,0.8,6,5,11,1,Subscribed,0,14,20306.0,2,🧠 Serious Aspirants,2.293308803828135,0.1337490479544823,0.23,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200694,2024-10-17,Bihar,21,JEE,Free,0,0,0,,1,0,5,0,5,11,28,17,28.1,0.5,8,6,13,3,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,1.456762804088083,0.7409615597194583,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200695,2024-03-30,MP,19,NEET,Free,0,0,0,,1,0,11,0,6,9,19,2,42.5,0.7,12,3,14,2,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,2.4792544309518205,-0.1376326991244656,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200696,2024-12-10,Maharashtra,18,UPSC,Plus,1562,16,24992,63.0,1,11,6,1,5,11,24,3,40.8,0.7,5,4,14,1,Subscribed,0,5,24992.0,2,🧠 Serious Aspirants,0.9299813686103564,-0.2371018387778744,0.244,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200697,2024-06-29,Karnataka,22,JEE,Free,0,0,0,,1,0,5,0,2,6,30,20,45.7,0.8,4,2,14,3,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.8814640554880186,0.7760606474516402,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200698,2025-05-08,Maharashtra,18,JEE,Free,0,0,0,,2,0,7,0,5,5,34,78,27.6,0.9,4,3,13,1,First Lesson,0,0,0.0,0,⚠️ At-Risk,0.9533924022827092,2.218558176616418,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200699,2026-02-15,Rajasthan,17,CAT,Free,0,0,0,,2,0,7,0,3,3,26,19,33.1,1.1,6,6,15,2,First Lesson,0,0,0.0,1,🚀 High Intent,1.4047825857693734,-0.640684437151597,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200700,2025-07-27,Rajasthan,20,NEET,Free,0,0,0,,1,0,8,0,4,6,28,12,30.2,0.5,5,2,8,3,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,0.2835437286559788,0.3944581809274718,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200701,2024-07-03,Gujarat,21,JEE,Plus,1562,18,28116,-60.0,1,12,11,1,2,6,33,2,29.0,0.5,4,3,6,0,Subscribed,0,14,28116.0,2,🧠 Serious Aspirants,0.0077518317819746,-0.4963955543629376,0.301,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA200702,2025-05-16,UP,17,UPSC,Free,0,0,0,,1,0,7,0,2,9,35,36,45.9,0.8,5,3,10,1,First Lesson,0,0,0.0,0,⚠️ At-Risk,1.0831776668652295,1.3407298986083405,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200703,2024-08-01,UP,19,UPSC,Free,0,0,0,,2,0,5,0,1,7,18,8,40.8,1.4,1,4,16,3,3+ Lessons,0,0,0.0,1,🚀 High Intent,-0.1335660595248609,-1.139013739284432,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200704,2024-07-11,Karnataka,23,SSC,Free,0,0,0,,1,0,1,0,4,8,16,9,35.0,0.6,5,2,8,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.7716054465383153,-0.1106265848533835,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200705,2025-09-10,MP,18,SSC,Plus,1562,17,26554,342.0,1,8,3,2,2,8,16,45,22.8,0.4,1,2,15,1,Subscribed,0,43,15620.0,0,⚠️ At-Risk,-2.0451954219079846,1.870772896240344,0.723,🔴 CRITICAL,Send personalised 20% discount NOW,Renewal at serious risk — price incentive + educator message,churn_prevention,1562.0
UA200706,2024-08-08,UP,17,NEET,Free,0,0,0,,1,0,4,0,4,7,36,8,32.3,0.5,3,1,8,1,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,-0.3418649236986006,-0.0847089973082473,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200707,2024-05-12,MP,26,UPSC,Plus,1562,3,4686,-537.0,2,9,10,3,5,5,26,7,50.1,1.7,7,3,15,2,Subscribed,0,5,4686.0,1,🚀 High Intent,2.563913421313306,-1.2745375738690494,0.284,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200708,2025-11-24,Karnataka,18,UPSC,Plus,1562,8,12496,145.0,1,14,9,2,3,8,33,42,36.4,0.6,3,2,14,1,Subscribed,0,6,12496.0,0,⚠️ At-Risk,0.905707229419561,1.692333436883221,0.373,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA200709,2025-01-25,WB,20,CAT,Free,0,0,0,,2,0,6,0,2,2,27,15,41.2,1.4,3,4,9,2,Subscription Page Visited,0,0,0.0,1,🚀 High Intent,0.2288947043404537,-0.93984216483534,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200710,2025-08-27,WB,25,JEE,Free,0,0,0,,1,0,9,0,2,4,29,6,31.6,0.5,3,5,12,3,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,0.8083650381180085,0.1146626390334096,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200711,2024-09-10,Bihar,20,NEET,Free,0,0,0,,1,0,4,0,2,9,21,12,26.3,0.4,5,3,17,3,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,-0.1692342547117298,0.4432120489633242,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200712,2024-04-23,MP,18,JEE,Plus,1562,6,9372,-513.0,1,10,9,0,3,8,32,16,29.4,0.5,3,4,14,0,Subscribed,0,8,9372.0,2,🧠 Serious Aspirants,0.6492133514437008,0.2861758866358181,0.235,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200713,2025-01-09,Bihar,17,NEET,Iconic,2396,13,31148,-22.0,1,7,9,1,2,3,29,34,34.3,0.6,4,8,14,4,Subscribed,0,29,31148.0,0,⚠️ At-Risk,1.879509190057052,1.7016045409061984,0.469,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA200714,2026-02-07,AP,22,Banking,Free,0,0,0,,1,0,7,0,5,5,14,3,33.5,0.6,4,3,2,3,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.1497847369700678,-0.0599675390425623,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200715,2024-07-30,UP,21,NEET,Free,0,0,0,,1,0,3,0,1,6,22,19,28.8,0.5,4,1,13,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.4267342227667632,0.4949886417953839,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200716,2026-02-18,TN,23,UPSC,Plus,1562,14,21868,420.0,1,8,5,4,4,6,31,19,37.0,0.6,11,2,11,2,Subscribed,0,5,21868.0,2,🧠 Serious Aspirants,1.3978337072047096,0.6414500568399155,0.268,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200717,2024-09-25,MP,24,NEET,Iconic,2396,4,9584,-372.0,1,13,6,1,4,4,36,5,37.3,0.6,5,6,8,1,Subscribed,0,5,9584.0,2,🧠 Serious Aspirants,1.1668328188008807,-0.1801741012870166,0.147,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200718,2024-08-21,Rajasthan,26,UPSC,Free,0,0,0,,1,0,6,0,0,7,20,43,59.5,1.0,7,5,15,2,Signed Up,0,0,0.0,0,⚠️ At-Risk,1.4358422824095167,1.848200931063783,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200719,2024-03-27,MP,17,Banking,Free,0,0,0,,1,0,5,0,0,6,25,10,23.8,0.4,1,2,11,0,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.9632397798621808,-0.0941230452501627,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200720,2025-06-03,WB,19,SSC,Plus,1562,8,12496,-9.0,1,4,2,1,1,7,18,8,30.6,0.5,8,4,7,0,Subscribed,0,13,12496.0,3,😴 Casual Browsers,-1.5206328246927463,-0.1758719883554514,0.447,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA200721,2025-04-05,WB,21,UPSC,Iconic,2396,12,28752,42.0,1,12,8,3,2,8,27,11,51.6,0.9,8,5,21,3,Subscribed,0,5,28752.0,2,🧠 Serious Aspirants,3.0456212398360307,0.4060565073246795,0.158,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200722,2025-06-13,AP,21,NEET,Iconic,2396,13,31148,151.0,1,8,3,0,1,7,21,40,41.4,0.7,4,2,19,2,Subscribed,0,30,31148.0,0,⚠️ At-Risk,-0.0192563449511516,1.7129395742872568,0.613,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1677.1999999999998
UA200723,2025-12-07,AP,22,NEET,Free,0,0,0,,1,0,8,0,3,4,22,12,28.9,0.5,5,4,12,1,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,0.0255056957935084,0.2070426426825279,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200724,2025-05-23,Maharashtra,19,SSC,Iconic,2396,7,16772,-62.0,1,6,7,1,1,3,13,4,26.7,0.4,3,2,10,1,Subscribed,0,19,11980.0,3,😴 Casual Browsers,-1.926407280636098,-0.2496168778725687,0.472,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA200725,2025-06-20,UP,22,SSC,Free,0,0,0,,1,0,2,0,2,8,13,27,15.0,0.2,3,1,10,1,First Lesson,0,0,0.0,3,😴 Casual Browsers,-3.10968989962351,0.930148092781444,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200726,2024-05-30,Bihar,20,JEE,Iconic,2396,4,9584,-534.0,1,9,7,2,5,6,26,3,32.6,0.5,6,4,6,1,Subscribed,0,5,9584.0,2,🧠 Serious Aspirants,0.1767300848512893,-0.2740666796212062,0.289,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200727,2024-04-14,UP,22,CAT,Free,0,0,0,,1,0,5,0,1,6,19,10,25.5,0.4,5,2,14,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.292258589674979,-0.0459461945639762,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200728,2025-05-17,UP,23,NEET,Free,0,0,0,,1,0,5,0,6,7,41,14,49.7,0.8,5,3,11,2,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,2.265276958672135,0.3777445977424105,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200729,2024-12-16,Bihar,22,CAT,Free,0,0,0,,1,0,5,0,3,12,19,2,37.7,0.6,2,3,11,2,Signed Up,0,0,0.0,3,😴 Casual Browsers,-0.7126285568354526,-0.2230438388785663,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200730,2024-09-10,Bihar,23,UPSC,Free,0,0,0,,1,0,5,0,4,5,33,12,40.8,0.7,6,2,12,0,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,0.7760689823476787,0.0388941776594958,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200731,2025-01-30,Karnataka,19,JEE,Free,0,0,0,,1,0,6,0,1,10,26,21,44.2,0.7,6,3,6,4,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,0.301372128265205,0.907011708295734,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200732,2025-05-29,Rajasthan,17,Banking,Free,0,0,0,,1,0,3,0,0,4,11,4,25.9,0.4,6,1,9,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-2.768503506576795,-0.3966763592408205,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200733,2025-02-14,WB,23,NEET,Free,0,0,0,,1,0,4,0,2,9,14,17,14.7,0.2,4,8,12,2,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.256019042788726,0.6343179027545713,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200734,2024-07-13,Bihar,21,Banking,Free,0,0,0,,1,0,6,0,3,4,18,1,22.3,0.4,5,5,5,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.54147897332711,-0.489838677732959,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200735,2025-09-22,Bihar,24,Banking,Free,0,0,0,,1,0,6,0,4,7,16,0,29.1,0.5,6,2,11,1,3+ Lessons,0,0,0.0,3,😴 Casual Browsers,-0.7642208335815113,-0.4112855479093268,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200736,2024-05-18,UP,18,UPSC,Free,0,0,0,,1,0,7,0,3,16,28,10,46.1,0.8,6,3,20,1,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,1.8871326138840767,0.106803576118934,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200737,2025-12-23,Bihar,18,JEE,Plus,1562,9,14058,211.0,1,11,7,6,4,10,22,28,43.4,0.7,5,1,20,2,Subscribed,0,14,14058.0,2,🧠 Serious Aspirants,1.2179295053874024,1.1445556759575208,0.368,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA200738,2024-11-19,UP,19,JEE,Free,0,0,0,,1,0,7,0,4,3,20,12,31.7,0.5,6,2,5,3,Signed Up,0,0,0.0,3,😴 Casual Browsers,-0.5110226529795417,0.3875086163305845,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200739,2024-03-29,Bihar,17,SSC,Free,0,0,0,,2,0,6,0,2,5,12,8,13.6,0.5,7,1,7,0,Mock Test Taken,0,0,0.0,3,😴 Casual Browsers,-2.463413296566352,-1.5008751814785524,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200740,2025-05-07,Maharashtra,20,Banking,Free,0,0,0,,1,0,3,0,3,7,16,3,22.1,0.4,1,0,8,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-3.094802035904153,-0.4362182851597648,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200741,2025-09-27,Maharashtra,24,SSC,Free,0,0,0,,1,0,4,0,3,4,19,2,22.3,0.4,6,6,11,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-0.6844025410092064,-0.2779899859077184,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200742,2025-09-10,AP,18,Banking,Free,0,0,0,,1,0,4,0,1,3,17,21,42.5,0.7,8,2,7,2,Signed Up,0,0,0.0,3,😴 Casual Browsers,-0.762786484685048,0.6860192555869684,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200743,2025-02-16,UP,25,NEET,Free,0,0,0,,1,0,7,0,4,12,19,20,25.2,0.4,1,6,14,4,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,0.0696673226874199,1.0150821687702882,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200744,2025-10-17,Bihar,23,Banking,Free,0,0,0,,2,0,5,0,4,3,17,12,39.3,1.3,3,0,8,1,Mock Test Taken,0,0,0.0,3,😴 Casual Browsers,-1.2497063637159704,-1.214685068576384,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200745,2025-01-12,Rajasthan,25,JEE,Plus,1562,3,4686,-288.0,2,14,6,5,6,5,29,13,34.9,1.2,3,1,13,2,Subscribed,0,5,4686.0,1,🚀 High Intent,0.6492060768535424,-0.989553748310105,0.178,🚀 UPGRADE,Show Iconic upgrade offer with social proof,High engagement Plus user — ready for premium,upsell,834.0
UA200746,2026-01-27,MP,20,UPSC,Free,0,0,0,,1,0,16,0,1,12,27,19,38.3,0.6,2,4,16,3,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,1.868509693703661,0.7843205478554357,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200747,2025-11-28,Bihar,18,JEE,Free,0,0,0,,1,0,3,0,3,8,24,50,41.7,0.7,6,7,11,2,First Lesson,0,0,0.0,0,⚠️ At-Risk,0.7218692724416687,2.25445158686873,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200748,2025-05-08,AP,21,Banking,Free,0,0,0,,2,0,3,0,4,10,19,1,44.0,1.5,3,3,11,1,3+ Lessons,0,0,0.0,1,🚀 High Intent,-0.4254556252238596,-1.7375545212363306,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200749,2024-04-14,Karnataka,21,Banking,Free,0,0,0,,1,0,5,0,1,7,28,2,24.5,0.4,1,1,7,5,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.3199725292934246,0.0540728659967024,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200750,2024-08-19,MP,19,CAT,Plus,1562,20,31240,49.0,1,5,6,2,3,10,27,9,42.6,0.7,4,0,13,1,Subscribed,0,14,17182.0,2,🧠 Serious Aspirants,0.0960886050120782,-0.0205177365380124,0.543,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1093.3999999999999
UA200751,2024-07-25,Gujarat,24,NEET,Free,0,0,0,,1,0,6,0,5,6,20,8,38.7,0.6,3,2,9,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-0.5285715675401887,-0.0295338386458165,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200752,2025-02-13,Karnataka,17,Banking,Free,0,0,0,,2,0,4,0,1,3,18,15,33.4,1.1,4,6,7,2,First Lesson,0,0,0.0,3,😴 Casual Browsers,-0.9413138958016436,-0.91849227884779,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200753,2025-10-06,UP,25,CAT,Free,0,0,0,,1,0,3,0,2,6,21,5,23.8,0.4,1,3,13,0,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.869154811926572,-0.2947710188889968,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200754,2024-10-22,Bihar,25,Banking,Free,0,0,0,,2,0,4,0,2,10,19,8,15.1,0.5,1,2,3,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-3.117155739856399,-1.42815541769215,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200755,2024-12-02,UP,19,UPSC,Iconic,2396,6,14376,-250.0,1,7,7,3,3,8,29,2,63.0,1.1,3,2,21,3,Subscribed,0,5,14376.0,2,🧠 Serious Aspirants,2.558115925543464,-0.1044691042958995,0.267,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200756,2025-01-31,Bihar,20,NEET,Plus,1562,3,4686,-298.0,1,11,4,1,6,13,20,4,35.0,0.6,2,3,7,3,Subscribed,0,7,4686.0,3,😴 Casual Browsers,-0.6896507842518891,0.012242808365883,0.189,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200757,2024-06-05,Bihar,18,CAT,Free,0,0,0,,1,0,7,0,5,6,30,39,26.2,0.4,4,0,13,0,First Lesson,0,0,0.0,0,⚠️ At-Risk,-0.1441438181516498,1.4393992291713706,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200758,2024-08-27,Bihar,22,SSC,Free,0,0,0,,1,0,2,0,3,3,17,9,21.7,0.4,5,1,15,0,3+ Lessons,0,0,0.0,3,😴 Casual Browsers,-1.7527165366302475,-0.0719205088164016,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200759,2025-11-01,AP,21,CAT,Free,0,0,0,,1,0,6,0,3,5,24,37,30.0,0.5,2,2,11,2,First Lesson,0,0,0.0,0,⚠️ At-Risk,-0.7063388497979165,1.5528653806579364,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200760,2024-10-07,Gujarat,26,Banking,Iconic,2396,1,2396,-492.0,1,9,2,3,3,8,17,11,21.2,0.4,4,3,9,1,Subscribed,1,32,1557.0,3,😴 Casual Browsers,-2.067430971185711,0.1309603626164591,0.523,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1677.1999999999998
UA200761,2026-01-31,Rajasthan,21,Banking,Plus,1562,4,6248,88.0,1,8,7,1,3,3,13,0,38.7,0.6,3,5,12,3,Subscribed,0,15,6248.0,2,🧠 Serious Aspirants,-0.1306375647914066,-0.1634736466498394,0.358,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA200762,2024-12-01,TN,23,JEE,Free,0,0,0,,1,0,5,0,3,11,27,11,49.1,0.8,5,6,8,2,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,0.9329373850418406,0.224723379289161,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200763,2025-07-15,Maharashtra,20,Banking,Free,0,0,0,,3,0,6,0,3,5,20,6,26.1,1.3,2,3,4,2,Signed Up,0,0,0.0,1,🚀 High Intent,-1.4467500360564896,-2.7419318488424764,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200764,2025-09-26,UP,17,UPSC,Plus,1562,13,20306,217.0,1,10,8,0,2,3,27,0,40.3,0.7,4,2,18,5,Subscribed,0,5,20306.0,2,🧠 Serious Aspirants,1.546338713880344,0.0364891566092861,0.304,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA200765,2025-08-10,MP,20,CAT,Free,0,0,0,,2,0,2,0,5,8,26,4,22.6,0.8,1,4,17,1,3+ Lessons,0,0,0.0,1,🚀 High Intent,-0.4022238437980968,-1.5090822163476003,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200766,2025-06-13,Maharashtra,23,NEET,Iconic,2396,15,35940,183.0,1,6,10,2,4,12,23,17,30.1,0.5,5,3,7,2,Subscribed,0,20,28752.0,2,🧠 Serious Aspirants,0.0783290842698016,0.5510267360361362,0.441,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA200767,2025-08-03,Maharashtra,25,SSC,Free,0,0,0,,1,0,4,0,1,3,21,33,20.8,0.3,2,2,3,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-2.8630463422606143,1.1693623764607486,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200768,2025-09-13,Gujarat,21,JEE,Free,0,0,0,,2,0,3,0,2,8,26,2,33.2,1.1,1,6,5,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.1579795989715729,-1.717962152074167,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200769,2024-04-11,Gujarat,18,Banking,Free,0,0,0,,1,0,2,0,0,5,25,18,19.4,0.3,0,3,8,1,Mock Test Taken,0,0,0.0,3,😴 Casual Browsers,-2.696720253040622,0.420581984505998,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200770,2024-07-04,Maharashtra,18,UPSC,Plus,1562,8,12496,-386.0,1,15,13,3,6,10,26,82,50.9,0.8,4,3,15,1,Subscribed,0,5,12496.0,0,⚠️ At-Risk,2.4383950379083146,3.790454269818283,0.288,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200771,2024-10-24,UP,21,Banking,Free,0,0,0,,1,0,4,0,4,5,17,29,15.4,0.3,1,2,13,0,3+ Lessons,0,0,0.0,3,😴 Casual Browsers,-2.237310427994017,0.9658433667154144,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200772,2025-11-21,Gujarat,17,NEET,Free,0,0,0,,3,0,8,0,4,7,31,3,13.6,0.7,4,5,11,1,Mock Test Taken,0,0,0.0,1,🚀 High Intent,0.3153284827247249,-2.9244868499107066,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200773,2024-05-03,Rajasthan,20,Banking,Plus,1562,18,28116,-98.0,1,4,4,3,3,8,21,10,29.6,0.5,3,1,12,0,Subscribed,1,48,7107.0,3,😴 Casual Browsers,-1.4348074846955448,-0.0577134745820703,0.748,🔴 CRITICAL,Send personalised 20% discount NOW,Renewal at serious risk — price incentive + educator message,churn_prevention,1562.0
UA200774,2025-06-29,UP,20,CAT,Iconic,2396,18,43128,324.0,1,11,9,2,1,4,11,29,32.9,0.5,4,5,7,1,Subscribed,0,26,19168.0,3,😴 Casual Browsers,-1.237613257926373,1.039573466504315,0.525,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1677.1999999999998
UA200775,2024-11-30,UP,21,JEE,Free,0,0,0,,1,0,5,0,5,9,17,4,25.1,0.4,4,3,18,4,Subscription Page Visited,0,0,0.0,2,🧠 Serious Aspirants,0.1913406332802712,0.2098228846258807,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
